Aleksandrów Kujawski,aleksandrowski,kujawsko-pomorskie,"7,23",12 540,1734
Radków,kłodzki,dolnośląskie,"15,03",2508,167
Radlin,wodzisławski,śląskie,"12,53",18 146,1448
Radłów,tarnowski,małopolskie,"16,83",2739,163
Radom,Radom[1],mazowieckie,"111,80",219 703,1965
Radomsko,radomszczański,łódzkie,"51,43",47 947,932
Radomyśl Wielki,mielecki,podkarpackie,"8,79",3079,350
Radymno,jarosławski,podkarpackie,"13,62",5528,406
Radziejów,radziejowski,kujawsko-pomorskie,"5,69",5876,1033
Radzionków,tarnogórski,śląskie,"13,20",17 141,1299
Radzymin,wołomiński,mazowieckie,"23,39",10 993,470
Radzyń Chełmiński,grudziądzki,kujawsko-pomorskie,"1,78",1912,1074
Radzyń Podlaski,radzyński,lubelskie,"19,31",16 298,844
Rajgród,grajewski,podlaskie,"35,28",1659,47
Rakoniewice,grodziski,wielkopolskie,"3,37",3534,1049
Raszków,ostrowski,wielkopolskie,"2,05",2073,1011
Rawa Mazowiecka,rawski,łódzkie,"14,28",17 819,1248
Rawicz,rawicki,wielkopolskie,"7,74",20 994,2712
Recz,choszczeński,zachodniopomorskie,"12,40",2973,240
Reda,wejherowski,pomorskie,"33,46",22 479,672
Rejowiec Fabryczny,chełmski,lubelskie,"14,28",4545,318
Resko,łobeski,zachodniopomorskie,"4,49",4398,980
Reszel,kętrzyński,warmińsko-mazurskie,"3,82",4896,1282
Rogoźno,obornicki,wielkopolskie,"11,24",11 158,993
Ropczyce,ropczycko-sędziszowski,podkarpackie,"47,10",15 655,332
Różan,makowski,mazowieckie,"6,66",2740,411
Ruciane-Nida,piski,warmińsko-mazurskie,"17,07",4752,278
Ruda Śląska,Ruda Śląska[1],śląskie,"77,73",142 346,1831
Rudnik nad Sanem,niżański,podkarpackie,"36,60",6883,188
Rumia,wejherowski,pomorskie,"30,10",47 304,1572
Rybnik,Rybnik[1],śląskie,"148,36",140 789,949
Rychwał,koniński,wielkopolskie,"9,70",2364,244
Rydułtowy,wodzisławski,śląskie,"14,95",21 928,1467
Rydzyna,leszczyński,wielkopolskie,"2,20",2711,1232
Ryglice,tarnowski,małopolskie,"25,15",2880,115
Ryki,rycki,lubelskie,"27,22",9989,367
Rymanów,krośnieński,podkarpackie,"12,39",3753,303
Ryn,giżycki,warmińsko-mazurskie,"4,14",2948,712
Rypin,rypiński,kujawsko-pomorskie,"10,96",16 859,1538
Rzepin,słubicki,lubuskie,"11,42",6706,587
Rzeszów,Rzeszów[1],podkarpackie,"116,36",182 028,1564
Rzgów,łódzki wschodni,łódzkie,"16,77",3437,205
Sandomierz,sandomierski,świętokrzyskie,"28,69",24 731,862
Sanok,sanocki,podkarpackie,"38,08",39 375,1034
Sejny,sejneński,podlaskie,"4,49",5641,1256
Serock,legionowski,mazowieckie,"13,43",4089,304
Sędziszów,jędrzejowski,świętokrzyskie,"7,92",6701,846
Sędziszów Małopolski,ropczycko-sędziszowski,podkarpackie,"9,96",7481,751
Sępopol,bartoszycki,warmińsko-mazurskie,"4,63",2093,452
Sępólno Krajeńskie,sępoleński,kujawsko-pomorskie,"6,55",9332,1425
Sianów,koszaliński,zachodniopomorskie,"15,88",6643,418
Siechnice,wrocławski,dolnośląskie,"15,63",5762,369
Siedlce,Siedlce[1],mazowieckie,"31,86",76 393,2398
Siemianowice Śląskie,Siemianowice Śląskie[1],śląskie,"25,50",69 539,2727
Siemiatycze,siemiatycki,podlaskie,"36,25",14 851,410
Sieniawa,przeworski,podkarpackie,"6,74",2198,326
Sieradz,sieradzki,łódzkie,"51,22",43 651,852
Sieraków,międzychodzki,wielkopolskie,"14,08",6118,435
Sierpc,sierpecki,mazowieckie,"18,59",18 632,1002
Siewierz,będziński,śląskie,"38,66",5478,142
Skalbmierz,kazimierski,świętokrzyskie,"7,13",1340,188
Skała,krakowski,małopolskie,"2,97",3744,1261
Skarszewy,starogardzki,pomorskie,"10,79",7105,658
Skaryszew,radomski,mazowieckie,"27,49",4285,156
Skarżysko-Kamienna,skarżyski,świętokrzyskie,"64,39",47 987,745
Skawina,krakowski,małopolskie,"20,50",24 280,1184
Skępe,lipnowski,kujawsko-pomorskie,"7,48",3688,493
Skierniewice,Skierniewice[1],łódzkie,"34,41",48 695,1415
Skoczów,cieszyński,śląskie,"9,85",14 868,1509
Skoki,wągrowiecki,wielkopolskie,"11,20",4146,370
Skórcz,starogardzki,pomorskie,"3,63",3605,993
Skwierzyna,międzyrzecki,lubuskie,"35,89",9941,277
Sława,wschowski,lubuskie,"14,31",3957,277
Sławków,będziński,śląskie,"36,67",7100,194
Sławno,sławieński,zachodniopomorskie,"15,83",12 992,821
Słomniki,krakowski,małopolskie,"3,43",4442,1295
Słubice,słubicki,lubuskie,"19,21",16 902,880
Słupca,słupecki,wielkopolskie,"10,30",14 063,1365
Słupsk,Słupsk[1],pomorskie,"43,15",94 849,2198
Sobótka,wrocławski,dolnośląskie,"32,20",7050,219
Sochaczew,sochaczewski,mazowieckie,"26,19",37 729,1441
Sokołów Małopolski,rzeszowski,podkarpackie,"15,54",4028,259
Sokołów Podlaski,sokołowski,mazowieckie,"17,51",18 732,1070
Sokółka,sokólski,podlaskie,"18,59",18 902,1017
Solec Kujawski,bydgoski,kujawsko-pomorskie,"18,68",15 697,840
Sompolno,koniński,wielkopolskie,"6,21",3685,593
Sopot,Sopot[1],pomorskie,"17,28",38 217,2212
Sosnowiec,Sosnowiec[1],śląskie,"91,06",213 513,2345
Sośnicowice,gliwicki,śląskie,"11,67",1854,159
Stalowa Wola,stalowowolski,podkarpackie,"82,52",64 189,778
Starachowice,starachowicki,świętokrzyskie,"31,82",51 695,1625
Stargard Szczeciński,stargardzki,zachodniopomorskie,"48,08",69 724,1450
Starogard Gdański,starogardzki,pomorskie,"25,28",48 808,1931
Stary Sącz,nowosądecki,małopolskie,"15,00",9121,608
Staszów,staszowski,świętokrzyskie,"26,88",15 517,577
Stawiski,kolneński,podlaskie,"13,24",2410,182
Stawiszyn,kaliski,wielkopolskie,"0,99",1585,1601
Stąporków,konecki,świętokrzyskie,"10,94",6085,556
Stęszew,poznański,wielkopolskie,"5,69",5824,1024
Stoczek Łukowski,łukowski,lubelskie,"9,15",2727,298
Stronie Śląskie,kłodzki,dolnośląskie,"2,38",6005,2523
Strumień,cieszyński,śląskie,"6,29",3607,573
Stryków,zgierski,łódzkie,"8,15",3552,436
Strzegom,świdnicki,dolnośląskie,"20,49",16 881,824
Strzelce Krajeńskie,strzelecko-drezdenecki,lubuskie,"5,54",10 212,1843
Strzelce Opolskie,strzelecki,opolskie,"29,97",18 610,621
Strzelin,strzeliński,dolnośląskie,"10,34",12 575,1216
Strzelno,mogileński,kujawsko-pomorskie,"4,46",5858,1313
Strzyżów,strzyżowski,podkarpackie,"13,89",8930,643
Sucha Beskidzka,suski,małopolskie,"27,65",9499,344
Suchań,stargardzki,zachodniopomorskie,"3,57",1475,413
Suchedniów,skarżyski,świętokrzyskie,"59,40",8747,147
Suchowola,sokólski,podlaskie,"25,95",2272,88
Sulechów,zielonogórski,lubuskie,"6,88",17 680,2570
Sulejów,piotrkowski,łódzkie,"26,26",6446,245
Sulejówek,miński,mazowieckie,"19,31",19 328,1001
Sulęcin,sulęciński,lubuskie,"8,56",10 277,1201
Sulmierzyce,krotoszyński,wielkopolskie,"29,29",2895,99
Sułkowice,myślenicki,małopolskie,"16,46",6537,397
Supraśl,białostocki,podlaskie,"5,69",4673,821
Suraż,białostocki,podlaskie,"33,86",1012,30
Susz,iławski,warmińsko-mazurskie,"6,67",5728,859
Suwałki,Suwałki[1],podlaskie,"65,51",69 404,1059
Swarzędz,poznański,wielkopolskie,"8,23",31 100,3779
Syców,oleśnicki,dolnośląskie,"17,05",10 452,613
Szadek,zduńskowolski,łódzkie,"17,93",2038,114
Szamocin,chodzieski,wielkopolskie,"4,67",4330,927
Szamotuły,szamotulski,wielkopolskie,"11,08",19 001,1715
Szczawnica,nowotarski,małopolskie,"32,90",5942,181
Szczawno-Zdrój,wałbrzyski,dolnośląskie,"14,74",5882,399
Szczebrzeszyn,zamojski,lubelskie,"29,12",5276,181
Szczecin,Szczecin[1],zachodniopomorskie,"300,55",408 913,1361
Szczecinek,szczecinecki,zachodniopomorskie,"48,48",40 723,840
Szczekociny,zawierciański,śląskie,"18,03",3772,209
Szczucin,dąbrowski,małopolskie,"6,85",4175,609
Szczuczyn,grajewski,podlaskie,"13,23",3459,261
Szczyrk,bielski,śląskie,"39,07",5760,147
Szczytna,kłodzki,dolnośląskie,"80,38",5348,67
Szczytno,szczycieński,warmińsko-mazurskie,"10,62",24 805,2336
Szepietowo,wysokomazowiecki,podlaskie,"1,96",2322,1185
Szklarska Poręba,jeleniogórski,dolnośląskie,"75,44",6897,91
Szlichtyngowa,wschowski,lubuskie,"1,55",1337,863
Szprotawa,żagański,lubuskie,"10,95",12 445,1137
Sztum,sztumski,pomorskie,"4,59",10 377,2261
Szubin,nakielski,kujawsko-pomorskie,"7,65",9487,1240
Szydłowiec,szydłowiecki,mazowieckie,"21,89",12 142,555
Ścinawa,lubiński,dolnośląskie,"13,54",5879,434
Ślesin,koniński,wielkopolskie,"7,18",3152,439
Śmigiel,kościański,wielkopolskie,"5,30",5572,1051
Śrem,śremski,wielkopolskie,"12,37",30 350,2454
Środa Śląska,średzki,dolnośląskie,"14,94",9278,621
Środa Wielkopolska,średzki,wielkopolskie,"17,98",22 425,1247
Świątniki Górne,krakowski,małopolskie,"4,44",2364,532
Świdnica,świdnicki,dolnośląskie,"21,76",59 737,2745
Świdnik,świdnicki,lubelskie,"20,35",40 373,1984
Świdwin,świdwiński,zachodniopomorskie,"22,38",15 798,706
Świebodzice,świdnicki,dolnośląskie,"30,43",23 306,766
Świebodzin,świebodziński,lubuskie,"16,93",22 109,1306
Świecie,świecki,kujawsko-pomorskie,"11,87",26 482,2231
Świeradów-Zdrój,lubański,dolnośląskie,"20,72",4403,213
Świerzawa,złotoryjski,dolnośląskie,"1,76",2409,1369
Świętochłowice,Świętochłowice[1],śląskie,"13,31",52 372,3935
Świnoujście,Świnoujście[1],zachodniopomorskie,"197,23",41 509,210
Tarczyn,piaseczyński,mazowieckie,"5,23",4121,788
Tarnobrzeg,Tarnobrzeg[1],podkarpackie,"85,40",48 558,569
Tarnogród,biłgorajski,lubelskie,"10,69",3467,324
Tarnowskie Góry,tarnogórski,śląskie,"83,72",61 002,729
Tarnów,Tarnów[1],małopolskie,"72,38",112 952,1561
Tczew,tczewski,pomorskie,"22,38",60 769,2715
Terespol,bialski,lubelskie,"10,11",5840,578
Tłuszcz,wołomiński,mazowieckie,"7,91",7960,1006
Tolkmicko,elbląski,warmińsko-mazurskie,"2,29",2792,1219
Tomaszów Lubelski,tomaszowski,lubelskie,"13,29",20 209,1521
Tomaszów Mazowiecki,tomaszowski,łódzkie,"41,30",65 454,1585
Toruń,Toruń[1],kujawsko-pomorskie,"115,72",204 299,1765
Torzym,sulęciński,lubuskie,"9,11",2592,285
Toszek,gliwicki,śląskie,"9,71",3695,381
Trzcianka,czarnkowsko-trzcianecki,wielkopolskie,"18,30",17 382,950
Trzciel,międzyrzecki,lubuskie,"3,04",2476,814
Trzcińsko-Zdrój,gryfiński,zachodniopomorskie,"2,33",2479,1064
Trzebiatów,gryficki,zachodniopomorskie,"10,25",10 250,1000
Trzebinia,chrzanowski,małopolskie,"31,94",20 309,636
Trzebnica,trzebnicki,dolnośląskie,"8,36",12 741,1524
Trzemeszno,gnieźnieński,wielkopolskie,"5,46",7845,1437
Tuchola,tucholski,kujawsko-pomorskie,"17,69",13 990,791
Tuchów,tarnowski,małopolskie,"18,10",6729,372
Tuczno,wałecki,zachodniopomorskie,"9,21",1985,216
Tuliszków,turecki,wielkopolskie,"7,00",3405,486
Turek,turecki,wielkopolskie,"16,17",28 655,1772
Tuszyn,łódzki wschodni,łódzkie,"23,25",7306,314
Twardogóra,oleśnicki,dolnośląskie,"8,29",6789,819
Tychowo,białogardzki,zachodniopomorskie,"3,96",2542,642
Tychy,Tychy[1],śląskie,"81,81",129 112,1578
Tyczyn,rzeszowski,podkarpackie,"9,67",3602,372
Tykocin,białostocki,podlaskie,"28,97",2010,69
Tyszowce,tomaszowski,lubelskie,"18,52",2200,119
Ujazd,strzelecki,opolskie,"14,76",1719,116
Ujście,pilski,wielkopolskie,"5,78",3868,669
Ulanów,niżański,podkarpackie,"8,20",1482,181
Uniejów,poddębicki,łódzkie,"12,23",3021,247
Ustka,słupski,pomorskie,"10,19",16 379,1607
Ustroń,cieszyński,śląskie,"59,03",16 002,271
Ustrzyki Dolne,bieszczadzki,podkarpackie,"16,79",9521,567
Wadowice,wadowicki,małopolskie,"10,54",19 356,1836
Wałbrzych,Wałbrzych[1],dolnośląskie,"84,70",119 171,1407
Wałcz,wałecki,zachodniopomorskie,"38,17",26 417,692
Warka,grójecki,mazowieckie,"26,77",11 666,436
Warszawa,M. st. Warszawa[1],mazowieckie,"517,24",1 715 517,3317
Warta,sieradzki,łódzkie,"10,85",3354,309
Wasilków,białostocki,podlaskie,"28,26",10 326,365
Wąbrzeźno,wąbrzeski,kujawsko-pomorskie,"8,53",14 114,1655
Wąchock,starachowicki,świętokrzyskie,"16,02",2889,180
Wągrowiec,wągrowiecki,wielkopolskie,"17,83",25 276,1418
Wąsosz,górowski,dolnośląskie,"3,24",2819,870
Wejherowo,wejherowski,pomorskie,"26,99",50 375,1866
Węgliniec,zgorzelecki,dolnośląskie,"8,73",3049,349
Węgorzewo,węgorzewski,warmińsko-mazurskie,"10,88",11 774,1082
Węgorzyno,łobeski,zachodniopomorskie,"6,85",2906,424
Węgrów,węgrowski,mazowieckie,"35,51",12 783,360
Wiązów,strzeliński,dolnośląskie,"9,16",2341,256
Wieleń,czarnkowsko-trzcianecki,wielkopolskie,"4,33",6029,1392
Wielichowo,grodziski,wielkopolskie,"1,24",1783,1438
Wieliczka,wielicki,małopolskie,"13,41",20 988,1565
Wieluń,wieluński,łódzkie,"16,87",23 837,1413
Wieruszów,wieruszowski,łódzkie,"5,97",8745,1465
Więcbork,sępoleński,kujawsko-pomorskie,"4,31",6013,1395
Wilamowice,bielski,śląskie,"10,36",3011,291
Wisła,cieszyński,śląskie,"110,17",11 333,103
Witkowo,gnieźnieński,wielkopolskie,"8,31",7954,957
Witnica,gorzowski,lubuskie,"8,24",7000,850
Wleń,lwówecki,dolnośląskie,"7,22",1855,257
Władysławowo,pucki,pomorskie,"39,22",15 382,392
Włocławek,Włocławek[1],kujawsko-pomorskie,"84,32",115 546,1370
Włodawa,włodawski,lubelskie,"17,97",13 719,763
Włoszczowa,włoszczowski,świętokrzyskie,"30,30",10 675,352
Wodzisław Śląski,wodzisławski,śląskie,"49,51",49 238,995
Wojcieszów,złotoryjski,dolnośląskie,"32,17",3895,121
Wojkowice,będziński,śląskie,"12,79",9172,717
Wojnicz,tarnowski,małopolskie,"8,50",3428,403
Wolbórz,piotrkowski,łódzkie,"15,18",2365,156
Wolbrom,olkuski,małopolskie,"10,12",8926,882
Wolin,kamieński,zachodniopomorskie,"14,47",4968,343
Wolsztyn,wolsztyński,wielkopolskie,"4,78",13 662,2858
Wołczyn,kluczborski,opolskie,"7,47",6068,812
Wołomin,wołomiński,mazowieckie,"17,24",37 459,2173
Wołów,wołowski,dolnośląskie,"18,54",12 640,682
Woźniki,lubliniecki,śląskie,"71,01",4457,63
Wrocław,Wrocław[1],dolnośląskie,"292,82",631 188,2156
Wronki,szamotulski,wielkopolskie,"5,81",11 615,1999
Września,wrzesiński,wielkopolskie,"12,73",29 564,2322
Wschowa,wschowski,lubuskie,"8,39",14 322,1707
Wyrzysk,pilski,wielkopolskie,"4,12",5226,1268
Wysoka,pilski,wielkopolskie,"4,82",2742,569
Wysokie Mazowieckie,wysokomazowiecki,podlaskie,"15,24",9470,621
Wyszków,wyszkowski,mazowieckie,"20,78",27 309,1314
Wyszogród,płocki,mazowieckie,"12,97",2740,211
Wyśmierzyce,białobrzeski,mazowieckie,"16,84",908,54
Zabłudów,białostocki,podlaskie,"14,30",2504,175
Zabrze,Zabrze[1],śląskie,"80,40",179 452,2232
Zagórów,słupecki,wielkopolskie,"3,44",3054,888
Zagórz,sanocki,podkarpackie,"22,29",5100,229
Zakliczyn,tarnowski,małopolskie,"4,02",1646,409
Zakopane,tatrzański,małopolskie,"84,26",27 837,330
Zakroczym,nowodworski,mazowieckie,"19,97",3249,163
Zalewo,iławski,warmińsko-mazurskie,"8,22",2222,270
Zambrów,zambrowski,podlaskie,"19,02",22 643,1190
Zamość,Zamość[1],lubelskie,"30,34",65 612,2163
Zator,oświęcimski,małopolskie,"11,52",3694,321
Zawadzkie,strzelecki,opolskie,"16,46",7703,468
Zawichost,sandomierski,świętokrzyskie,"20,29",1877,93
Zawidów,zgorzelecki,dolnośląskie,"6,07",4356,718
Zawiercie,zawierciański,śląskie,"85,25",51 688,606
Ząbki,wołomiński,mazowieckie,"10,98",30 879,2812
Ząbkowice Śląskie,ząbkowicki,dolnośląskie,"13,67",15 835,1158
Zbąszynek,świebodziński,lubuskie,"2,90",5082,1752
Zbąszyń,nowotomyski,wielkopolskie,"5,42",7192,1327
Zduny,krotoszyński,wielkopolskie,"6,20",4562,736
Zduńska Wola,zduńskowolski,łódzkie,"24,57",43 920,1788
Zdzieszowice,krapkowicki,opolskie,"12,35",12 087,979
Zelów,bełchatowski,łódzkie,"10,75",7830,728
Zgierz,zgierski,łódzkie,"42,33",57 803,1366
Zgorzelec,zgorzelecki,dolnośląskie,"15,88",32 278,2033
Zielona Góra,Zielona Góra[1],lubuskie,"58,34",119 023,2040
Zielonka,wołomiński,mazowieckie,"79,48",17 394,219
Ziębice,ząbkowicki,dolnośląskie,"15,07",9200,610
Złocieniec,drawski,zachodniopomorskie,"32,28",13 331,413
Złoczew,sieradzki,łódzkie,"13,79",3389,246
Złotoryja,złotoryjski,dolnośląskie,"11,51",16 406,1425
Złotów,złotowski,wielkopolskie,"11,58",18 757,1620
Złoty Stok,ząbkowicki,dolnośląskie,"7,73",2941,380
Zwierzyniec,zamojski,lubelskie,"6,19",3342,540
Zwoleń,zwoleński,mazowieckie,"15,91",8211,516
Żabno,tarnowski,małopolskie,"11,13",4277,384
Żagań,żagański,lubuskie,"40,38",26 653,660
Żarki,myszkowski,śląskie,"25,44",4461,175
Żarów,świdnicki,dolnośląskie,"7,04",6949,987
Żary,żarski,lubuskie,"33,49",39 066,1166
Żelechów,garwoliński,mazowieckie,"12,13",4152,342
Żerków,jarociński,wielkopolskie,"2,16",2164,1002
Żmigród,trzebnicki,dolnośląskie,"9,49",6538,689
Żnin,żniński,kujawsko-pomorskie,"8,35",14 281,1710
Żory,Żory[1],śląskie,"64,64",62 052,960
Żukowo,kartuski,pomorskie,"4,73",6500,1374
Żuromin,żuromiński,mazowieckie,"11,18",9016,806
Żychlin,kutnowski,łódzkie,"8,68",8688,1001
Żyrardów,żyrardowski,mazowieckie,"14,35",41 318,2879
Żywiec,żywiecki,śląskie,"50,54",32 341,640
